鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中壢區,土地,忠福段480地號,102.51,都市：其他:農業區,,,1110111,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1000000,9755,,0.0,0,,RPURMLTLLHHGFBH66EA,0.0,0.0,0.0,無,061
中壢區,房地(土地+建物),桃園市中壢區高鐵站前東路一段９９號十一樓之２,20.35,商,,,1101230,土地1建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100908,171.72,3,2,2,有,有,16622700,96801,,0.0,0,,RPWSMLTLLHHGFBH96EA,80.6,3.86,8.2,有,
中壢區,車位,桃園市中壢區高鐵站前東路一段９５號等,0.04,都市：其他:第二種商業區,,,1101230,土地1建物1車位1,,,其他,,,,31.06,0,0,0,有,有,1800000,,坡道平面,31.06,1800000,僅車位交易；,RPXSMLTLLHHGFBH07EA,0.0,0.0,0.0,有,062
中壢區,房地(土地+建物),桃園市中壢區高鐵站前東路一段９９號十樓之３,21.8,商,,,1110120,土地1建物1車位0,十層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100908,181.37,3,2,2,有,有,20671000,113971,,0.0,0,,RPOTMLTLLHHGFBH88EA,86.32,4.53,8.2,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區高鐵站前東路一段９９號十一樓之６,18.39,商,,,1101230,土地1建物1車位1,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100908,156.05,2,2,2,有,有,16034650,113086,坡道平面,31.06,1900000,,RPPTMLTLLHHGFBH98EA,71.33,5.77,5.02,有,
中壢區,房地(土地+建物),桃園市中壢區高鐵站前東路一段９９號十一樓之３,21.62,都市：其他:第二種商業區,,,1101230,土地1建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100908,149.29,3,2,2,有,有,18647520,124908,,0.0,0,,RPQTMLTLLHHGFBH09EA,86.32,3.86,8.2,有,
中壢區,車位,桃園市中壢區高鐵站前東路一段９５號等,0.04,都市：其他:第二種商業區,,,1110120,土地1建物1車位1,,,其他,,,,31.06,0,0,0,有,有,1780000,,坡道平面,31.06,1780000,僅車位交易；,RPSTMLTLLHHGFBH66EA,0.0,0.0,0.0,有,062
中壢區,土地,三座屋段舊社小段99-2地號,26.12,都市：其他:道路用地,,,1110311,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,84227,,0.0,0,包含公共設施保留地用地；,RPQPMLKMLHHGFBH87EA,0.0,0.0,0.0,無,064
中壢區,土地,三座屋段舊社小段99-2地號,26.12,都市：其他:道路用地,,,1110309,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2200000,84227,,0.0,0,包含公共設施保留地用地；,RPRPMLKMLHHGFBH97EA,0.0,0.0,0.0,無,064
中壢區,房地(土地+建物),桃園市中壢區延平路３５３巷１２號五樓　　　　,24.46,商,,,1110301,土地1建物3車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840612,100.72999999999999,3,3,3,有,無,5100000,50630,,0.0,0,其他增建；,RPXQMLKMLHHGFBH68EA,59.0,1.67,5.8,有,
大溪區,土地,太武段1699地號,17.71,都市：其他:道路用地,,,1110307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,325652,18388,,0.0,0,包含公共設施保留地用地；,RPWNMLKMLHHGFCH38EA,0.0,0.0,0.0,無,066
大溪區,土地,太武段1699地號,17.71,都市：其他:道路用地,,,1110307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,325652,18388,,0.0,0,包含公共設施保留地用地；,RPXNMLKMLHHGFCH48EA,0.0,0.0,0.0,無,066
大溪區,土地,太武段1699地號,17.71,都市：其他:道路用地,,,1110307,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,325652,18388,,0.0,0,包含公共設施保留地用地；,RPQOMLKMLHHGFCH87EA,0.0,0.0,0.0,無,066
大溪區,土地,僑愛段520地號,47.89,都市：其他:學校用地(國中小),,,1110318,土地8建物0車位0,,,其他,,,,0.0,0,0,0,有,無,955576,19954,,0.0,0,包含公共設施保留地用地；,RPTOMLKMLHHGFCH18EA,0.0,0.0,0.0,無,069
大溪區,土地,僑愛段517-1地號,32.84,都市：其他:道路用地,,,1110318,土地6建物0車位0,,,其他,,,,0.0,0,0,0,有,無,807812,24598,,0.0,0,包含公共設施保留地用地；,RPUOMLKMLHHGFCH28EA,0.0,0.0,0.0,無,
大溪區,土地,信義段3428地號,37.12,,山坡地保育區,農牧用地,1110325,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,102000,2748,,0.0,0,,RPWOMLKMLHHGFCH48EA,0.0,0.0,0.0,無,
龍潭區,土地,雙連段93地號,539.46,,一般農業區,農牧用地,1110321,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6194000,11482,,0.0,0,,RPPNMLLMLHHGFCH77EA,0.0,0.0,0.0,無,070
龍潭區,土地,雙連段93地號,539.46,,一般農業區,農牧用地,1110321,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6194000,11482,,0.0,0,,RPQNMLLMLHHGFCH87EA,0.0,0.0,0.0,無,070
楊梅區,車位,桃園市楊梅區三元街１６０巷１號等戶,0.0,,,,1110310,土地0建物1車位1,,,其他,,,,10.88,0,0,0,有,有,300000,,坡道機械,10.88,300000,僅車位交易；,RPVNMLTLLHHGFDH56EA,0.0,0.0,0.0,有,
大園區,土地,竹圍段三塊石小段1196地號,1673.0,,特定農業區,農牧用地,1110210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,42510720,25410,,0.0,0,,RPROMLKMLHHGFEH18EA,0.0,0.0,0.0,無,
大園區,土地,竹圍段三塊石小段1194地號,700.0,,特定農業區,農牧用地,1110210,土地1建物0車位0,,,其他,,,,0.0,0,0,0,無,無,17787000,25410,,0.0,0,,RPSOMLKMLHHGFEH28EA,0.0,0.0,0.0,無,
大園區,土地,舊厝段195地號,2640.36,,一般農業區,農牧用地,1110311,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,31200000,11817,,0.0,0,,RPTOMLSLLHHGFEH09EA,0.0,0.0,0.0,無,072
八德區,房地(土地+建物),桃園市八德區介壽路二段５８２巷３６號,73.68,,鄉村區,乙種建築用地,1110314,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0700505,115.86,4,2,2,有,無,6500000,56102,,0.0,0,,RPPNMLTLLHHGFFH78EA,115.86,0.0,0.0,無,
